key,pm,workload,pstate,status,serial_avg_active_us,serial_avg_idle_us,serial_misses,pm_states,marker_signal,marker_pulses,marker_complete_cycles,marker_avg_period_us,marker_avg_active_us,marker_avg_low_us,marker_high_ms,marker_low_v,marker_high_v,avg_current_ma,active_avg_current_ma,idle_avg_current_ma,min_current_ma,max_current_ma,charge_mc,avg_charge_period_mc,avg_current_period_ma,avg_active_charge_period_mc,avg_low_charge_period_mc,active_charge_mc,idle_charge_mc,capture_s,notes
1k,transition-period,small,medium-2->medium-1,ok,4705.599999942933,95294.39999969327,0/10,standby:10,voltage,10,10,99999.9999996362,4705.599999942933,95294.39999969327,47.05599999942933,-0.006959583461284637,3.282845973968506,2.590824493885045,6.462514506238826,0.8394422822758493,-7.279152981936932,60.793641954660416,1.104041568840388,0.1104041568840388,1.1040415688438958,0.030410008260188623,0.07999414862385021,0.30410008260188626,0.7999414862385021,1.2615519999999378,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
1l,transition-period,small,medium-2->low,ok,18455.69999968575,81544.30000067805,0/10,standby:10,voltage,10,10,100000.0000003638,18455.69999968575,81544.30000067805,184.55699999685748,-0.006919556600041688,3.2866005897521973,2.7640463678313347,4.50006376005721,0.7888257531618549,-6.998666562139988,55.66684529185295,1.473760705991648,0.1473760705991648,1.473760705986284,0.0830518267350737,0.06432424386409111,0.8305182673507371,0.643242438640911,1.2639000000017404,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
1m,transition-period,small,medium-1->high,ok,2234.7999994963175,97765.20000013988,,,voltage,10,10,99999.9999996362,2234.7999994963175,97765.20000013988,22.347999994963175,-0.006928142625838518,3.2674427926540375,2.7626239744182044,12.887465816953933,0.8422141343793699,-8.446087129414082,88.77083659172058,1.1114014189178125,0.11114014189178126,1.1114014189218495,0.028800908601237456,0.08233923329054378,0.28800908601237457,0.8233923329054379,1.257989000001544,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
1n,transition-period,small,medium-1->medium-3,ok,1654.4999998586718,98345.50000014133,0/10,standby:10,voltage,10,10,100000.0,1654.4999998586718,98345.50000014133,16.544999998586718,-0.0069087400892749425,3.266026258468628,2.793927285010618,15.896203722552745,0.9966203883357522,-8.760286495089531,88.07584643363953,1.2431339945793152,0.12431339945793152,1.243133994579319,0.026300269056716934,0.09801313040121458,0.26300269056716935,0.9801313040121458,1.2520429999967746,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
1o,transition-period,small,medium-1->medium-2,ok,3176.6999996762024,96823.3000003238,0/10,standby:10,voltage,10,10,100000.0,3176.6999996762024,96823.3000003238,31.766999996762024,-0.006907961135730147,3.282296372652054,2.394503126745969,9.043989674473181,0.7601655645940665,-7.94659461826086,55.58835715055466,1.0233178050657734,0.10233178050657733,1.0233178050657765,0.02873004199597053,0.07360173851060682,0.2873004199597053,0.7360173851060682,1.2688500000003842,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
1p,transition-period,small,medium-1->low,ok,18395.999999847845,81603.99999978836,0/10,standby:10,voltage,10,10,99999.9999996362,18395.999999847845,81603.99999978836,183.95999999847845,-0.006836403771303594,3.286654233932495,2.2771757392953487,4.503634824499535,0.7946157878814759,-6.93631824105978,55.552661418914795,1.4769269298491998,0.14769269298492,1.4769269298545704,0.0828488662308082,0.0648438267541118,0.828488662308082,0.6484382675411178,1.2541870000022755,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
1q,transition-period,small,low->high,ok,2240.6000000046333,97759.39999999537,,,voltage,10,10,100000.0,2240.6000000046333,97759.39999999537,22.406000000046333,-0.006919616600498557,3.267603635787964,2.52462762900009,12.845057027634278,0.946039554339828,-9.280476719141006,87.41076290607452,1.2126489398470148,0.12126489398470149,1.212648939847003,0.02878063477617688,0.0924842592085246,0.28780634776176883,0.924842592085246,1.2504770000014105,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
1r,transition-period,small,low->medium-3,ok,1657.0000003412133,98342.99999965879,,,voltage,10,10,100000.0,1657.0000003412133,98342.99999965879,16.570000003412133,-0.006947799352928996,3.2661443650722504,2.5901752562809355,15.840374991688055,1.0191826736517988,-8.218275383114815,87.06030249595642,1.2647698304122315,0.12647698304122315,1.2647698304122261,0.026247501366632054,0.10022948167459109,0.26247501366632053,1.002294816745911,1.248810000000958,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
1s,transition-period,small,low->medium-2,ok,3178.900000057183,96821.09999957902,,,voltage,10,10,99999.9999996362,3178.900000057183,96821.09999957902,31.789000000571832,-0.006895764032378793,3.2831951081752777,2.1704268055860334,9.027662697622517,0.819369428063167,-7.654745131731033,53.94032970070839,1.0803028628109022,0.10803028628109022,1.0803028628148295,0.028698036949988452,0.07933224933110176,0.28698036949988454,0.7933224933110177,1.2601770000001125,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
1t,transition-period,small,low->medium-1,ok,4647.499999919091,95352.50000008091,,,voltage,10,10,100000.0,4647.499999919091,95352.50000008091,46.47499999919091,-0.006889459793455899,3.282939523458481,1.8790152437169303,6.48982864227212,0.850958711440126,-7.89257325232029,60.766998678445816,1.1130251914709808,0.11130251914709807,1.1130251914705387,0.0301614786144346,0.08114104053266348,0.301614786144346,0.8114104053266347,1.2494079999996757,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2a,transition-period,medium,high->medium-3,ok,7679.600000483333,92320.40000024426,0/10,standby:10,voltage,10,10,100000.0000007276,7679.600000483333,92320.40000024426,76.79600000483333,-0.006897122161462903,3.267449452877045,4.634504102999216,16.63360899368027,0.9988356342205654,-8.493475615978241,74.23131912946701,2.1995236892164685,0.21995236892164682,2.1995236892004524,0.12773946363590657,0.09221290528574026,1.2773946363590658,0.9221290528574027,1.2553850000003877,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2b,transition-period,medium,high->medium-2,ok,11958.599999707076,88041.39999992913,0/10,standby:10,voltage,10,10,99999.9999996362,11958.599999707076,88041.39999992913,119.58599999707076,-0.006897874479182065,3.2827694857120515,4.165716329698946,10.496466329453206,0.7494105043780668,-8.35962314158678,57.39390477538109,1.9150219222442249,0.1915021922244225,1.9150219222511982,0.12552304224432442,0.06597914998009802,1.2552304224432445,0.6597914998009802,1.276676999998017,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2c,transition-period,medium,high->medium-1,ok,22998.199998983182,77001.80000101682,0/10,suspend-to-idle:10,voltage,10,10,100000.0,22998.199998983182,77001.80000101682,229.98199998983182,-0.0068375542387366295,3.2836044204235075,4.089835403391413,6.568697645888809,0.930840428458921,-6.026976276189089,88.32956850528717,2.2274461069805547,0.22274461069805548,2.2274461069805502,0.15106822219300084,0.07167638850505463,1.5106822219300085,0.7167638850505463,1.2591790000005858,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2d,transition-period,medium,high->low,ok,91996.4999997319,8003.499999540509,0/10,active:0,voltage,10,10,99999.9999992724,91996.4999997319,8003.499999540509,919.964999997319,-0.00651794349309057,3.2872126471996306,5.761832271770737,4.511952818540624,4.312568170714611,-4.717857576906681,87.26861327886581,4.495995068219956,0.44959950682199556,4.495995068252663,0.4150838674696628,0.0345156393523328,4.150838674696628,0.345156393523328,1.2671750000008615,
2e,transition-period,medium,medium-3->high,ok,8017.899999686051,91982.09999995015,0/10,standby:10,voltage,10,10,99999.9999996362,8017.899999686051,91982.09999995015,80.17899999686051,-0.0068733641412109135,3.283797777891159,4.599653773431508,15.765881732667408,0.8134694953193532,-8.698830381035805,72.97834753990173,2.0123389560477807,0.20123389560477808,2.0123389560551153,0.12640926313940434,0.07482463246537371,1.2640926313940435,0.7482463246537372,1.2596220000014,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2f,transition-period,medium,medium-3->medium-2,ok,11977.900000783848,88022.09999994375,0/10,standby:10,voltage,10,10,100000.0000007276,11977.900000783848,88022.09999994375,119.77900000783848,-0.0068366434937343,3.28292160987854,4.196961175796696,10.499900497698906,0.7491354119130353,-8.05212277919054,57.99407884478569,1.9170723032052628,0.19170723032052628,1.9170723031913117,0.12576675817961805,0.06594047214090824,1.2576675817961804,0.6594047214090825,1.2742350000007718,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2g,transition-period,medium,medium-3->medium-1,ok,22999.300000083167,77000.69999991683,0/10,suspend-to-idle:10,voltage,10,10,100000.0,22999.300000083167,77000.69999991683,229.99300000083167,-0.006817550091072917,3.283581495285034,4.1093175291243895,6.57118536970896,0.9315320791527332,-5.956156179308891,87.06717938184738,2.2286128584123217,0.22286128584123216,2.228612858412311,0.15113266367409378,0.07172862216713838,1.511326636740938,0.7172862216713839,1.2565629999990051,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2h,transition-period,medium,medium-3->low,ok,91995.00000031549,8004.9999996845145,0/10,active:0,voltage,10,10,100000.0,91995.00000031549,8004.9999996845145,919.9500000031549,-0.006500627519562841,3.2867085933685303,6.061631069721855,4.843160071326763,4.646343751368267,-6.080102175474167,87.98713237047195,4.827404924914707,0.48274049249147066,4.827404924914717,0.4455465107632335,0.037193981728237124,4.455465107632335,0.37193981728237124,1.264471999998932,
2i,transition-period,medium,medium-2->high,ok,8059.000000139349,91940.99999986065,0/10,standby:10,voltage,10,10,100000.0,8059.000000139349,91940.99999986065,80.59000000139349,-0.006890731551684439,3.2827557241916656,3.98382777624839,15.72018253370468,0.8050571496342768,-9.326768107712269,73.82399588823318,2.007067104357295,0.2007067104357295,2.007067104357277,0.12668895104131664,0.07401775939441285,1.266889510413166,0.7401775939441285,1.2690140000013344,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2j,transition-period,medium,medium-2->medium-3,ok,7739.199999559787,92260.80000044021,0/10,standby:10,voltage,10,10,100000.0,7739.199999559787,92260.80000044021,77.39199999559787,-0.006899626250378788,3.28422212600708,4.055624470506278,16.561896657028377,0.9871047662462422,-9.896558709442616,73.32596182823181,2.192469060189091,0.21924690601890912,2.192469060189096,0.12817583060078322,0.09107107541812584,1.2817583060078324,0.9107107541812584,1.2623469999998633,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2k,transition-period,medium,medium-2->medium-1,ok,22997.499999473803,77002.50000089,0/10,suspend-to-idle:10,voltage,10,10,100000.0000003638,22997.499999473803,77002.50000089,229.97499999473803,-0.0068626811634749174,3.283534288406372,3.490126869706507,6.569772145572363,0.921756817563772,-5.291992798447609,53.765665739774704,2.2206591425961815,0.22206591425961816,2.2206591425880933,0.15108833491434345,0.07097757934527471,1.5108833491434344,0.7097757934527471,1.2666400000016438,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2l,transition-period,medium,medium-2->low,ok,91998.09999954596,8001.900000090245,0/10,active:0,voltage,10,10,99999.9999996362,91998.09999954596,8001.900000090245,919.9809999954596,-0.0065919124521315094,3.287120819091797,5.1507998247195586,4.511958764772194,4.313103265092339,2.09221662953496,16.601404175162315,4.496046546526719,0.4496046546526719,4.49604654654307,0.4150916336353402,0.03451302101733163,4.150916336353402,0.3451302101733163,1.272475999998278,
2m,transition-period,medium,medium-1->high,ok,8076.799999616923,91923.20000001928,0/10,standby:10,voltage,10,10,99999.9999996362,8076.799999616923,91923.20000001928,80.76799999616924,-0.006941596991382539,3.267402484416962,3.5146119349591722,15.724334425044326,0.8223211646460146,-8.703552186489105,89.73710238933563,2.025926971601788,0.20259269716017883,2.0259269716091763,0.1270023042781744,0.07559039288200438,1.270023042781744,0.7559039288200439,1.2605929999990622,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2n,transition-period,medium,medium-1->medium-3,ok,7740.700000431389,92259.3000002962,0/10,standby:10,voltage,10,10,100000.0000007276,7740.700000431389,92259.3000002962,77.40700000431389,-0.006894500507041812,3.2842483520507812,3.578578383687219,16.583626182269843,0.9975737869809694,-9.810563176870346,88.19317817687988,2.20404334481759,0.220404334481759,2.2040433448015584,0.12836887519625018,0.09203545928550882,1.2836887519625018,0.9203545928550884,1.2537110000012035,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2o,transition-period,medium,medium-1->medium-2,ok,11976.700000013807,88023.30000034999,0/10,standby:10,voltage,10,10,100000.0000003638,11976.700000013807,88023.30000034999,119.76700000013807,-0.006941949417814612,3.2822197592258453,3.1173659956054256,10.502725669776186,0.7584211913706986,-9.066284634172916,58.97000804543495,1.9254673058399927,0.1925467305839993,1.925467305833002,0.12578799452935346,0.06675873605464586,1.2578799452935345,0.6675873605464585,1.2719240000005811,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2p,transition-period,medium,medium-1->low,ok,91943.6999996833,8056.300000316697,0/10,active:0,voltage,10,10,100000.0,91943.6999996833,8056.300000316697,919.436999996833,-0.006604167274199426,3.2870895862579346,4.682846986160164,4.511715467121682,4.3131839894690165,2.964496146887541,8.478122763335705,4.495721175686921,0.4495721175686921,4.495721175686911,0.4148238133929669,0.034748304175725206,4.14823813392967,0.34748304175725203,1.2637919999979204,
2q,transition-period,medium,low->high,ok,8083.40000003227,91916.59999960393,,,voltage,10,10,99999.9999996362,8083.40000003227,91916.59999960393,80.8340000003227,-0.0069553389912471175,3.283879369497299,3.2797034100386275,15.69532020087672,0.9328369532261778,-9.479905478656292,88.74150365591049,2.126147524068132,0.2126147524068132,2.126147524075872,0.12687155131227337,0.08574320109453983,1.2687155131227337,0.8574320109453982,1.2530049999986659,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2r,transition-period,medium,low->medium-3,ok,7742.70000110846,92257.29999998293,,,voltage,10,10,100000.0000010914,7742.70000110846,92257.29999998293,77.4270000110846,-0.006940988474525511,3.2668285369873047,3.377422629607621,16.588805509279364,1.0191495093490361,-9.746442548930645,88.49664032459259,2.2246612646393475,0.22246612646393474,2.22466126461505,0.12844214443508536,0.09402398202884943,1.2844214443508537,0.9402398202884943,1.2506160000011732,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2s,transition-period,medium,low->medium-2,ok,11978.900000394788,88021.10000033281,0/10,standby:10,voltage,10,10,100000.0000007276,11978.900000394788,88021.10000033281,119.78900000394788,-0.0069289024686440825,3.282385147809982,2.8979436351139625,10.505458046585014,0.808626369748844,-9.86793264746666,55.92301860451698,1.9702001395295372,0.19702001395295374,1.970200139515205,0.12584383139838465,0.07117618255456909,1.2584383139838464,0.7117618255456909,1.2633370000003197,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
2t,transition-period,medium,low->medium-1,ok,22942.900000271038,77057.10000045656,0/10,suspend-to-idle:10,voltage,10,10,100000.0000007276,22942.900000271038,77057.10000045656,229.42900000271038,-0.006904067657887936,3.283492840528488,2.7898566786447976,6.581879426510212,0.9452845556321781,-5.530355032533407,51.20287463068962,2.2384828802850096,0.22384828802850096,2.2384828802687187,0.1510074014962651,0.07284088653223589,1.5100740149626508,0.7284088653223588,1.2525640000021667,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3a,transition-period,large,high->medium-3,ok,22906.000000148197,77093.999999488,0/10,suspend-to-idle:10,voltage,10,10,99999.9999996362,22906.000000148197,77093.999999488,229.06000000148197,-0.006919224713928997,3.2844927310943604,6.635716695433701,16.760044831903947,1.1027162863289033,-10.15094481408596,74.19303059577942,4.6891839629975145,0.46891839629975146,4.689183963014548,0.3839055869220756,0.08501280937767587,3.839055869220756,0.8501280937767587,1.2574260000001232,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3b,transition-period,large,high->medium-2,ok,33975.59999975783,66024.40000024217,0/10,suspend-to-idle:10,voltage,10,10,100000.0,33975.59999975783,66024.40000024217,339.75599999757833,-0.006876013497821987,3.282699934244156,5.993784625903079,10.891760793496639,0.850541289629632,-8.466755039989948,59.14260447025299,4.262105863361154,0.4262105863361154,4.262105863361193,0.37005410801288674,0.05615647832322865,3.7005410801288674,0.5615647832322865,1.2784429999992426,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3c,transition-period,large,high->medium-1,ok,68696.40000040818,31303.599999228027,0/10,runtime-idle:10,voltage,10,10,99999.9999996362,68696.40000040818,31303.599999228027,686.9640000040818,-0.00669915066100657,3.2838377952575684,7.318563887652182,6.618142658824952,5.580328175616907,-4.8131742514669895,87.31771260499954,6.293269364243374,0.6293269364243375,6.293269364266282,0.45464257535040375,0.17468436107393354,4.546425753504038,1.7468436107393355,1.264898000001267,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3d,transition-period,large,high->low,ok,100000.0000003638,0.0,10/10,active:0,voltage,10,10,100000.0000003638,100000.0000003638,0.0,1000.000000003638,-0.006286765369586647,3.2872512340545654,5.076741555741843,4.512501564503062,,-5.825478117913008,87.25764602422714,4.5125015645194795,0.4512501564519479,4.512501564503054,0.4512501564519479,0.0,4.5125015645194795,0.0,2.8447919999998703,marker high exceeded 100 ms period
3e,transition-period,large,medium-3->high,ok,22636.500000953674,77363.50000013772,0/10,suspend-to-idle:10,voltage,10,10,100000.0000010914,22636.500000953674,77363.50000013772,226.36500000953674,-0.006871489165350794,3.2846484184265137,6.525934765561509,16.456632253686912,0.886504023768462,-9.43172536790371,76.68327540159225,4.411036100692115,0.44110361006921156,4.411036100644024,0.3725205560262781,0.06858305404293351,3.7252055602627805,0.685830540429335,1.262350000000879,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3f,transition-period,large,medium-3->medium-2,ok,33994.40000066534,66005.59999969846,,,voltage,10,10,100000.0000003638,33994.40000066534,66005.59999969846,339.94400000665337,-0.006841828338801861,3.283260480165481,6.029833266505167,10.900747282672286,0.8492653729016165,-8.980321697890759,58.43665823340416,4.266206339306663,0.4266206339306663,4.266206339291151,0.3705643634333275,0.05605627049733885,3.705643634333275,0.5605627049733884,1.2762280000024475,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3g,transition-period,large,medium-3->medium-1,ok,68700.09999947797,31299.900000522033,0/10,runtime-idle:10,voltage,10,10,100000.0,68700.09999947797,31299.900000522033,687.0009999947797,-0.006651732195168734,3.283856667280197,7.343851460764872,6.619879777524022,5.580100574696071,-5.646550562232733,88.94377201795578,6.294429926812649,0.6294429926812649,6.294429926812694,0.4547864027004223,0.17465658998084255,4.547864027004223,1.7465658998084255,1.2623059999968973,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3h,transition-period,large,medium-3->low,ok,99999.9999996362,0.0,10/10,active:0,voltage,10,10,99999.9999996362,99999.9999996362,0.0,999.999999996362,-0.006204103678464889,3.2868192195892334,5.389999894479863,4.840689923660745,,-6.0118124820292,87.3914286494255,4.840689923643135,0.4840689923643135,4.840689923660742,0.4840689923643135,0.0,4.840689923643135,0.0,2.842322000000422,marker high exceeded 100 ms period
3i,transition-period,large,medium-2->high,ok,22676.49999994319,77323.50000005681,0/10,suspend-to-idle:10,voltage,10,10,100000.0,22676.49999994319,77323.50000005681,226.7649999994319,-0.006830564672127366,3.285143650770187,5.8935979089595625,16.434597074761367,0.8851547540434516,-8.856537751853466,77.59886980056763,4.411224041892216,0.44112240418922155,4.411224041892184,0.37267914056489243,0.0684432636243291,3.726791405648924,0.6844326362432911,1.2708689999999478,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3j,transition-period,large,medium-2->medium-3,ok,22964.10000017204,77035.89999982796,0/10,suspend-to-idle:10,voltage,10,10,100000.0,22964.10000017204,77035.89999982796,229.64100000172039,-0.006818199204280973,3.284693479537964,6.04716218416051,16.739393311811817,1.0876103303990559,-8.616522885859013,77.83576101064682,4.681901426060591,0.46819014260605907,4.6819014260605725,0.38440510195465755,0.08378504065140151,3.8440510195465754,0.8378504065140152,1.2644299999992654,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3k,transition-period,large,medium-2->medium-1,ok,68696.59999974829,31303.40000025171,0/10,runtime-idle:10,voltage,10,10,100000.0,68696.59999974829,31303.40000025171,686.9659999974829,-0.0066858171159401535,3.283862590789795,6.703809615298525,6.615735084950293,5.581030143107694,1.9106753170490265,17.25030317902565,6.291837258182931,0.6291837258182931,6.291837258182906,0.45447850683513097,0.1747052189831622,4.54478506835131,1.747052189831622,1.2703510000028473,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3l,transition-period,large,medium-2->low,ok,100000.0000007276,0.0,10/10,active:0,voltage,10,10,100000.0000007276,100000.0000007276,0.0,1000.000000007276,-0.006257456662133336,3.287278890609741,4.806319187675916,4.512812221881695,,2.0934254862368107,16.815640032291412,4.51281222191453,0.451281222191453,4.5128122218816875,0.451281222191453,0.0,4.51281222191453,0.0,2.851038000000699,marker high exceeded 100 ms period
3m,transition-period,large,medium-1->high,ok,22693.100000469713,77306.89999989409,0/10,suspend-to-idle:10,voltage,10,10,100000.0000003638,22693.100000469713,77306.89999989409,226.93100000469713,-0.006881618872284889,3.285067081451416,5.437458142564433,16.433669907090085,0.9123310479531807,-8.646667003631592,86.70064806938171,4.434603996672202,0.4434603996672202,4.43460399665596,0.3729309145763051,0.07052948509091511,3.729309145763051,0.7052948509091511,1.2621449999969627,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3n,transition-period,large,medium-1->medium-3,ok,22965.499999554595,77034.49999971781,0/10,suspend-to-idle:10,voltage,10,10,99999.9999992724,22965.499999554595,77034.49999971781,229.65499999554595,-0.006880813674069941,3.2850239276885986,5.588870784426008,16.739695401167133,1.114454141592444,-9.072109125554562,88.09594810009003,4.702868922982365,0.4702868922982365,4.7028689230165694,0.3844354747280478,0.08585141757018865,3.8443547472804784,0.8585141757018864,1.2554409999975178,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3o,transition-period,large,medium-1->medium-2,ok,33993.59999966691,66006.39999996929,0/10,suspend-to-idle:10,voltage,10,10,99999.9999996362,33993.59999966691,66006.39999996929,339.9359999966691,-0.006834064610302448,3.2823123967647554,4.954275251157622,10.900669788932028,0.8602423375846066,-8.562615141272545,56.85502290725708,4.273345083649271,0.427334508364927,4.273345083664845,0.37055300853340895,0.05678149983151815,3.705530085334089,0.5678149983151816,1.2739289999990433,selected voltage with 20 pulses; ignored 10 PM wake marker pulses
3p,transition-period,large,medium-1->low,ok,100000.0,0.0,10/10,active:0,voltage,10,10,100000.0,100000.0,0.0,1000.0,-0.006249021789990365,3.287278175354004,4.596703989636272,4.513489916508086,,2.9641143046319485,8.496948517858982,4.513489916508086,0.4513489916508086,4.513489916508089,0.4513489916508086,0.0,4.513489916508086,0.0,2.8413819999987027,marker high exceeded 100 ms period
