key,pm,workload,pstate,status,serial_avg_active_us,serial_avg_idle_us,serial_misses,pm_states,marker_signal,marker_pulses,marker_complete_cycles,marker_avg_period_us,marker_avg_active_us,marker_avg_low_us,marker_high_ms,marker_low_v,marker_high_v,avg_current_ma,active_avg_current_ma,idle_avg_current_ma,min_current_ma,max_current_ma,charge_mc,avg_charge_period_mc,avg_current_period_ma,avg_active_charge_period_mc,avg_low_charge_period_mc,active_charge_mc,idle_charge_mc,capture_s,notes
A1k,deadline-3000us,small,medium-2->medium-1,ok,3000.0000006111804,0.0,,active:0,voltage,10,10,3000.0000006111804,3000.0000006111804,0.0,30.000000006111804,-0.007266700565814972,3.2823080551624297,7.988358061651036,6.481072001748034,,1.9338838756084442,17.648333683609962,0.19443216009205205,0.019443216009205205,6.481072001751789,0.019443216009205205,0.0,0.19443216009205205,0.0,0.31979900000442285,marker high exceeded 3 ms period; period=3ms
A1l,deadline-3000us,small,medium-2->low,ok,3000.0000006111804,0.0,,active:0,voltage,10,10,3000.0000006111804,3000.0000006111804,0.0,30.000000006111804,-0.007259451621212065,3.2859109842777254,6.3625353979613415,4.515692983066843,,2.1276152692735195,17.186328768730164,0.13547078951960428,0.013547078951960428,4.5156929830693615,0.013547078951960428,0.0,0.13547078951960428,0.0,0.45458300000609597,marker high exceeded 3 ms period; period=3ms
A1m,deadline-3000us,small,medium-1->high,ok,2367.400000366615,632.5999995169695,,active:0,voltage,10,10,2999.9999998835847,2367.400000366615,632.5999995169695,23.67400000366615,-0.007304865145124495,3.283908611536026,9.69294868395839,13.392217879319688,13.523885406105846,-6.872605998069048,91.26149117946625,0.40259946513781325,0.04025994651378133,13.419982171772485,0.031704736612411216,0.00855520990137011,0.3170473661241122,0.0855520990137011,0.2943589999995311,period=3ms
A1n,deadline-3000us,small,medium-1->medium-3,ok,1788.4999993839301,1211.4999997720588,,active:0,voltage,10,10,2999.999999155989,1788.4999993839301,1211.4999997720588,17.8849999938393,-0.007296726829372347,3.2821178495883943,9.905595522358349,16.33468429262226,13.573183784884813,-7.017039228230715,91.21772646903992,0.45658494999585675,0.04565849499958567,15.219498337476637,0.029214582847291604,0.016443912152294064,0.29214582847291604,0.16443912152294063,0.2926979999974719,period=3ms
A1o,deadline-3000us,small,medium-1->medium-2,ok,2999.999999155989,0.0,,active:0,voltage,10,10,2999.999999155989,2999.999999155989,0.0,29.99999999155989,-0.007261340366676449,3.284312015771866,7.704919241771684,9.063054817096452,,1.9137547351419926,17.673997208476067,0.27189164443640035,0.027189164443640036,9.063054817095892,0.027189164443640036,0.0,0.27189164443640035,0.0,0.2987809999976889,marker high exceeded 3 ms period; period=3ms
A1p,deadline-3000us,small,medium-1->low,ok,2999.999999155989,0.0,,active:0,voltage,10,10,2999.999999155989,2999.999999155989,0.0,29.99999999155989,-0.0071938453288748865,3.285958766937256,5.055504638182594,4.543684904313868,,3.036518581211567,8.385471999645233,0.13631054709106685,0.013631054709106685,4.543684904313772,0.013631054709106685,0.0,0.13631054709106685,0.0,0.44582899999659276,marker high exceeded 3 ms period; period=3ms
A1q,deadline-3000us,small,low->high,ok,2370.800000062445,629.200001276331,,active:0,voltage,10,10,3000.000001338776,2370.800000062445,629.200001276331,23.708000000624452,-0.00729447843041271,3.2837839126586914,8.55469816485513,13.34204513723046,13.948112091492435,-6.7336466163396835,90.4068723320961,0.40407472757948565,0.04040747275794856,13.469157579970954,0.031631320612179124,0.00877615214576945,0.3163132061217912,0.08776152145769449,0.2870100000000093,period=3ms
A1r,deadline-3000us,small,low->medium-3,ok,1791.6999997396488,1208.300000143936,,active:0,voltage,10,10,2999.9999998835847,1791.6999997396488,1208.300000143936,17.916999997396488,-0.007293992908671498,3.280752545595171,9.040770480408337,16.28943884608934,13.800157617737186,-6.538298912346363,92.20361709594727,0.4586051802779548,0.045860518027795484,15.28683934320178,0.029185787576297296,0.01667473045149818,0.29185787576297295,0.1667473045149818,0.2897080000038841,period=3ms
A1s,deadline-3000us,small,low->medium-2,ok,2999.999999155989,0.0,,active:0,voltage,10,10,2999.999999155989,2999.999999155989,0.0,29.99999999155989,-0.007289191009476781,3.2842803299427032,6.708973815865065,9.039378238746256,,2.119207289069891,17.24679209291935,0.27118134708609437,0.027118134708609434,9.03937823875253,0.027118134708609434,0.0,0.27118134708609437,0.0,0.29440299999987474,marker high exceeded 3 ms period; period=3ms
A1t,deadline-3000us,small,low->medium-1,ok,3000.0000006111804,0.0,,active:0,voltage,10,10,3000.0000006111804,3000.0000006111804,0.0,30.000000006111804,-0.007276164414361119,3.282402992248535,5.27749099097179,6.530361800691873,,2.9761046171188354,8.825517259538174,0.1959108540606685,0.01959108540606685,6.53036180069184,0.01959108540606685,0.0,0.1959108540606685,0.0,0.30946899999980815,marker high exceeded 3 ms period; period=3ms
A1u,deadline-3000us,small,high->high,ok,2286.199999798555,713.8000000850298,,active:0,voltage,10,10,2999.9999998835847,2286.199999798555,713.8000000850298,22.86199999798555,-0.007299616825766861,3.2836510932445524,14.177386417799546,13.528606374205944,13.509227526527608,-6.374725606292486,60.17396226525307,0.40571986499568446,0.04057198649956845,13.523995500376667,0.030929099889984362,0.009642886609584093,0.30929099889984357,0.09642886609584092,0.2969329999978072,period=3ms
A1v,deadline-3000us,small,medium-3->medium-3,ok,1723.100000526756,1276.9000008120202,,active:0,voltage,10,10,3000.000001338776,1723.100000526756,1276.9000008120202,17.23100000526756,-0.007327015744522214,3.2656030654907227,14.67830079354344,16.481284555320258,13.589446423371324,-5.392253398895264,59.77724492549896,0.457512655749917,0.0457512655749917,15.25042185153535,0.028398901425953953,0.017352364149037746,0.28398901425953954,0.17352364149037747,0.29174800000328105,period=3ms
A1w,deadline-3000us,small,medium-2->medium-2,ok,3000.0000006111804,0.0,,active:0,voltage,10,10,3000.0000006111804,3000.0000006111804,0.0,30.000000006111804,-0.007298305975273252,3.284097194671631,9.593208741336813,9.206178163755204,,2.4562333710491657,13.301585800945759,0.2761853449689225,0.027618534496892246,9.2061781637526,0.027618534496892246,0.0,0.2761853449689225,0.0,0.3069120000000112,marker high exceeded 3 ms period; period=3ms
A1x,deadline-3000us,small,medium-1->medium-1,ok,3000.000001338776,0.0,,active:0,voltage,10,10,3000.000001338776,3000.000001338776,0.0,30.000000013387762,-0.007279305811971426,3.28234601020813,6.164559185835538,6.544016954533438,,3.274600487202406,8.865567855536938,0.1963205087236129,0.01963205087236129,6.5440169545358655,0.01963205087236129,0.0,0.1963205087236129,0.0,0.31042900000466034,marker high exceeded 3 ms period; period=3ms
A1y,deadline-3000us,small,low->low,ok,3000.0000006111804,0.0,,active:0,voltage,10,10,3000.0000006111804,3000.0000006111804,0.0,30.000000006111804,-0.00720812882296741,3.285947223901749,4.450378639609658,4.529351127559821,,2.8836531564593315,7.0952363312244415,0.13588053385447713,0.013588053385447713,4.52935112755879,0.013588053385447713,0.0,0.13588053385447713,0.0,0.4430819999979576,marker high exceeded 3 ms period; period=3ms
B1a,deadline-5000us,small,high->medium-3,ok,1731.1999996309169,3268.7999999325257,,active:0,voltage,10,10,4999.9999995634425,1731.1999996309169,3268.7999999325257,17.31199999630917,-0.0073424229398369786,3.2829282343387605,14.332911186895908,16.585427085769815,13.519711497037225,-6.4737070351839066,60.01785025000572,0.7290592430536634,0.07290592430536634,14.581184862342937,0.0287126913647633,0.044193232940603046,0.28712691364763304,0.44193232940603044,0.31442799999786075,period=5ms
B1b,deadline-5000us,small,high->medium-2,ok,3358.400000433903,1641.6000005847309,,active:0,voltage,10,10,5000.000001018634,3358.400000433903,1641.6000005847309,33.58400000433903,-0.007321376549080014,3.284299088716507,11.96172782322588,9.248916869368257,9.172624250028928,-5.118672735989094,58.410871773958206,0.461193423923105,0.0461193423923105,9.22386847658149,0.03106156241809949,0.015057779974211007,0.3106156241809949,0.15057779974211005,0.3225190000011935,period=5ms
B1c,deadline-5000us,small,high->medium-1,ok,4999.999998835847,0.0,,active:0,voltage,10,10,4999.999998835847,4999.999998835847,0.0,49.99999998835847,-0.007313678530044854,3.2824068129062653,10.457774045996745,6.551809535369232,,-6.345743779093027,91.14977717399597,0.3275904766921885,0.032759047669218846,6.551809535368771,0.032759047669218846,0.0,0.3275904766921885,0.0,0.31613300000026356,marker high exceeded 5 ms period; period=5ms
B1d,deadline-5000us,small,high->low,ok,5000.000001018634,0.0,,active:0,voltage,10,10,5000.000001018634,5000.000001018634,0.0,50.00000001018634,-0.007221958925947547,3.2860002517700195,8.092067148109226,4.5174126028379575,,-5.253835581243038,89.2600268125534,0.22587063018791376,0.022587063018791376,4.517412602836848,0.022587063018791376,0.0,0.22587063018791376,0.0,0.4513409999999567,marker high exceeded 5 ms period; period=5ms
B1e,deadline-5000us,small,medium-3->high,ok,2307.1000003255904,2692.9000006930437,,active:0,voltage,10,10,5000.000001018634,2307.1000003255904,2692.9000006930437,23.071000003255904,-0.007312198425643146,3.2834994792938232,14.374176443990038,13.43503004471512,13.425556659335687,-5.685857497155666,58.53886529803276,0.6714963935776613,0.06714963935776613,13.429927868818885,0.030995957820536574,0.03615368153722957,0.3099595782053657,0.3615368153722957,0.31432100000529317,period=5ms
B1f,deadline-5000us,small,medium-3->medium-2,ok,3369.4999998260755,1630.499999737367,,active:0,voltage,10,10,4999.9999995634425,3369.4999998260755,1630.499999737367,33.694999998260755,-0.007244156687520444,3.2843146324157715,12.13772724092242,9.230452094323201,9.172041640129168,-5.419720895588398,57.25301057100296,0.4605702222203836,0.04605702222203836,9.211404445212727,0.031102008330216632,0.014955013891821725,0.3110200833021663,0.14955013891821725,0.3201760000010836,period=5ms
B1g,deadline-5000us,small,medium-3->medium-1,ok,5000.000001018634,0.0,,active:0,voltage,10,10,5000.000001018634,5000.000001018634,0.0,50.00000001018634,-0.0072733380133286115,3.2824497401714323,10.580836179280283,6.540171159644926,,-7.107148878276348,89.77695554494858,0.3270085580488667,0.03270085580488667,6.540171159645415,0.03270085580488667,0.0,0.3270085580488667,0.0,0.313546999997925,marker high exceeded 5 ms period; period=5ms
B1h,deadline-5000us,small,medium-3->low,ok,4999.999998835847,0.0,,active:0,voltage,10,10,4999.999998835847,4999.999998835847,0.0,49.99999998835847,-0.007258758884854615,3.2855114936828613,8.344698463589202,4.843040936608574,,-6.172654218971729,90.26063978672028,0.2421520467740483,0.02421520467740483,4.84304093660773,0.02421520467740483,0.0,0.2421520467740483,0.0,0.4486369999940507,marker high exceeded 5 ms period; period=5ms
B1i,deadline-5000us,small,medium-2->high,ok,2352.3999989265576,2647.599999909289,,active:0,voltage,10,10,4999.999998835847,2352.3999989265576,2647.599999909289,23.523999989265576,-0.007272972161881625,3.283888293504715,11.664681844217796,13.400126905834934,13.413749995812122,-7.426008582115173,59.43143740296364,0.6703670300659723,0.06703670300659723,13.407340604439451,0.031522458518901834,0.0355142444876954,0.31522458518901836,0.355142444876954,0.32272399999783374,period=5ms
B1j,deadline-5000us,small,medium-2->medium-3,ok,1792.8000008396339,3207.1999987238087,,active:0,voltage,10,10,4999.9999995634425,1792.8000008396339,3207.1999987238087,17.92800000839634,-0.007299691825173795,3.2829847860336305,11.850262660638137,16.279617473859766,13.52393031721741,-7.628756109625101,60.72934344410896,0.7256004751692526,0.07256004751692526,14.512009504655637,0.02918609822080471,0.043373949296120554,0.29186098220804707,0.4337394929612055,0.3213180000020657,period=5ms
B1k,deadline-5000us,small,medium-2->medium-1,ok,4999.999998108251,0.0,,active:0,voltage,10,10,4999.999998108251,4999.999998108251,0.0,49.99999998108251,-0.007278607841581106,3.282278491258621,7.979861454182327,6.556527425529055,,1.8032444640994072,17.67299883067608,0.3278263711524197,0.03278263711524197,6.55652742552891,0.03278263711524197,0.0,0.3278263711524197,0.0,0.3220129999972414,marker high exceeded 5 ms period; period=5ms
B1l,deadline-5000us,small,medium-2->low,ok,5000.000000291038,0.0,,active:0,voltage,10,10,5000.000000291038,5000.000000291038,0.0,50.00000000291038,-0.007289451695978642,3.285919189453125,6.353770416489598,4.524573088723433,,2.092649694532156,17.109468579292297,0.22622865444933993,0.022622865444933995,4.524573088722574,0.022622865444933995,0.0,0.22622865444933993,0.0,0.4566029999987222,marker high exceeded 5 ms period; period=5ms
B1m,deadline-5000us,small,medium-1->high,ok,2367.5000018556602,2632.5000006181654,,active:0,voltage,10,10,5000.000002473826,2367.5000018556602,2632.5000006181654,23.675000018556602,-0.00733867958188057,3.2835522055625916,9.927909323335383,13.357914035293831,13.428216231248198,-6.3102287240326405,90.17699211835861,0.6697464074040763,0.06697464074040763,13.394928141458099,0.0316248615033459,0.03534977923706174,0.3162486150334589,0.3534977923706174,0.31433900000411086,period=5ms
B1n,deadline-5000us,small,medium-1->medium-3,ok,1788.799998757895,3211.2000000779517,,active:0,voltage,10,10,4999.999998835847,1788.799998757895,3211.2000000779517,17.88799998757895,-0.007338262442499399,3.2670993864536286,10.12872480008621,16.33003412294777,13.531308039053078,-6.7040808498859406,89.62365984916687,0.7266290139490738,0.07266290139490739,14.53258028236672,0.029211165018845357,0.04345173637606203,0.29211165018845353,0.43451736376062033,0.31268099999579135,period=5ms
B1o,deadline-5000us,small,medium-1->medium-2,ok,3370.700000959914,1629.2999986035284,,active:0,voltage,10,10,4999.9999995634425,3370.700000959914,1629.2999986035284,33.70700000959914,-0.007309898734092712,3.2842879414558412,7.793929664974695,9.296312461286373,9.17152519765696,1.9158939830958843,17.492014914751053,0.4627824641391634,0.04627824641391634,9.255649283591646,0.03133508042218163,0.014943165991734711,0.3133508042218164,0.1494316599173471,0.3188049999953364,period=5ms
B1p,deadline-5000us,small,medium-1->low,ok,4999.9999995634425,0.0,,active:0,voltage,10,10,4999.9999995634425,4999.9999995634425,0.0,49.999999995634425,-0.007236808952875436,3.285889288187027,5.052022625469203,4.538566217511419,,3.10331117361784,8.333812467753887,0.22692831085575746,0.022692831085575748,4.538566217511227,0.022692831085575748,0.0,0.22692831085575746,0.0,0.4478430000017397,marker high exceeded 5 ms period; period=5ms
B1q,deadline-5000us,small,low->high,ok,2371.100002346793,2628.899998671841,,active:0,voltage,10,10,5000.000001018634,2371.100002346793,2628.899998671841,23.711000023467932,-0.007313400972634554,3.2839908599853516,8.866058742715197,13.365362203825775,13.528811646220417,-5.199108738452196,90.59251099824905,0.6725650327163748,0.06725650327163749,13.451300651583953,0.031690610352857036,0.03556589291878044,0.31690610352857035,0.3556589291878044,0.30694299999595387,period=5ms
B1r,deadline-5000us,small,low->medium-3,ok,1792.099999875063,3207.900001143571,,active:0,voltage,10,10,5000.000001018634,1792.099999875063,3207.900001143571,17.92099999875063,-0.0073070896323770285,3.2832009851932527,9.333674928451122,16.33299175628318,13.617670721649318,-6.1471653170883656,90.19764512777328,0.729544804479461,0.07295448044794611,14.590896086618978,0.029270354524394495,0.04368412592355163,0.29270354524394493,0.43684125923551625,0.30962799999542767,period=5ms
B1s,deadline-5000us,small,low->medium-2,ok,3374.400000029709,1625.6000002613291,,active:0,voltage,10,10,5000.000000291038,3374.400000029709,1625.6000002613291,33.74400000029709,-0.007264213403686881,3.284296524524689,6.837630050532182,9.28298981937721,9.243360008680447,2.147276420146227,17.064737156033516,0.4635052687930874,0.04635052687930874,9.270105375324274,0.03132452084678225,0.015026006032526495,0.3132452084678225,0.15026006032526495,0.31010999999853084,period=5ms
B1t,deadline-5000us,small,low->medium-1,ok,5000.000000291038,0.0,,active:0,voltage,10,10,5000.000000291038,5000.000000291038,0.0,50.00000000291038,-0.007299435418099165,3.282349354028702,5.285599284364758,6.586761642245881,,2.907297108322382,8.863343857228756,0.32933808213146404,0.032933808213146405,6.586761642246022,0.032933808213146405,0.0,0.32933808213146404,0.0,0.31149200000072597,marker high exceeded 5 ms period; period=5ms
B1u,deadline-5000us,small,high->high,ok,2285.90000042459,2714.0999998664483,,active:0,voltage,10,10,5000.000000291038,2285.90000042459,2714.0999998664483,22.8590000042459,-0.007352612074464559,3.2836294174194336,14.127238089024905,13.524524634992922,13.42920610648912,-4.779865499585867,60.95421314239502,0.6736391916070134,0.06736391916070132,13.47278383135224,0.030915710868872695,0.036448208291828633,0.309157108688727,0.36448208291828627,0.31685899999865796,period=5ms
B1v,deadline-5000us,small,medium-3->medium-3,ok,1723.3000005944632,3276.699999696575,,active:0,voltage,10,10,5000.000000291038,1723.3000005944632,3276.699999696575,17.233000005944632,-0.007386167161166668,3.2657151401042936,14.604376763281726,16.521793019132733,13.540886234238767,-4.891526885330677,59.89309400320053,0.7284142783931457,0.07284142783931458,14.56828556701673,0.02847200591969304,0.04436942191962153,0.2847200591969304,0.44369421919621527,0.31167699999787146,period=5ms
B1w,deadline-5000us,small,medium-2->medium-2,ok,3283.3999997819774,1716.5999997814652,,active:0,voltage,10,10,4999.9999995634425,3283.3999997819774,1716.5999997814652,32.833999997819774,-0.00729965447448194,3.2839830911159518,9.56434500515591,9.386332419899796,9.169486096996897,2.248269971460104,13.414092361927032,0.46559423697553576,0.04655942369755358,9.311884740323682,0.030819083865452557,0.01574033983210102,0.30819083865452557,0.15740339832101022,0.3269109999964712,period=5ms
B1x,deadline-5000us,small,medium-1->medium-1,ok,5000.000000291038,0.0,,active:0,voltage,10,10,5000.000000291038,5000.000000291038,0.0,50.00000000291038,-0.007306421198882163,3.282329559326172,6.165441681024571,6.590758559767228,,3.3039976842701435,8.815260604023933,0.32953792800754306,0.032953792800754306,6.590758559767318,0.032953792800754306,0.0,0.32953792800754306,0.0,0.3124580000003334,marker high exceeded 5 ms period; period=5ms
B1y,deadline-5000us,small,low->low,ok,5000.000000291038,0.0,,active:0,voltage,10,10,5000.000000291038,5000.000000291038,0.0,50.00000000291038,-0.007294992450624704,3.2858432734012606,4.450942077212405,4.5307712431781235,,2.9211309738457203,7.098448928445578,0.22653856217209248,0.022653856217209247,4.530771243178103,0.022653856217209247,0.0,0.22653856217209248,0.0,0.445134000001417,marker high exceeded 5 ms period; period=5ms
G1a,deadline-100000us,small,high->medium-3,ok,1731.4000004262198,98268.59999884618,,standby:10,voltage,10,10,99999.9999992724,1731.4000004262198,98268.59999884618,17.314000004262198,-0.00752988257445395,3.266092538833618,3.874040890714365,16.58502670476266,0.9928494883184398,-9.59473941475153,76.15898549556732,1.2628124447031879,0.12628124447031877,1.2628124447124385,0.028715315243694937,0.09756592922662387,0.28715315243694933,0.9756592922662386,1.2534799999993993,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
G1b,deadline-100000us,small,high->medium-2,ok,3357.8999995370395,96642.09999973536,,standby:10,voltage,10,10,99999.9999992724,3357.8999995370395,96642.09999973536,33.578999995370395,-0.007502043270505965,3.2796355068683622,3.4750572246459885,9.252189327811196,0.7555451188205375,-8.98878462612629,57.104259729385376,1.0408539346694015,0.10408539346694017,1.0408539346769723,0.031067926539573815,0.07301746692736633,0.31067926539573815,0.7301746692736633,1.2714100000011967,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
G1c,deadline-100000us,small,high->medium-1,ok,5122.399999527261,94877.59999974514,,standby:10,voltage,10,10,99999.9999992724,5122.399999527261,94877.59999974514,51.22399999527261,-0.00752773261629045,3.281939744949341,3.2196465050018714,6.548474254662599,0.8421351218569673,-5.924680270254612,92.25045144557953,1.1344366375626995,0.11344366375626996,1.1344366375711008,0.03354390451898798,0.07989975923728197,0.33543904518987977,0.7989975923728198,1.2549910000016098,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
G1d,deadline-100000us,small,high->low,ok,20244.799999636598,79755.1999996358,,suspend-to-idle:10,voltage,10,10,99999.9999992724,20244.799999636598,79755.1999996358,202.44799999636598,-0.0074671276845037935,3.285743474960327,3.5119161064785263,4.533349910424792,0.9121105564366195,-6.562115158885717,89.35704082250595,1.6452232211530207,0.16452232211530207,1.6452232211649875,0.0917767622649204,0.0727455598503817,0.917767622649204,0.7274555985038169,1.2560219999941182,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
G1e,deadline-100000us,small,medium-3->high,ok,2307.0000010193326,97692.99999825307,,standby:10,voltage,10,10,99999.9999992724,2307.0000010193326,97692.99999825307,23.070000010193326,-0.007529386342503131,3.2829966127872465,3.870862295505234,13.45483994691272,0.817679242577394,-14.223912730813026,75.35101473331451,1.1092185401492753,0.11092185401492753,1.109218540157343,0.031040315771242603,0.07988153824368492,0.31040315771242605,0.7988153824368492,1.2577669999955106,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
G1f,deadline-100000us,small,medium-3->medium-2,ok,3369.100000418257,96630.90000030934,,standby:10,voltage,10,10,100000.0000007276,3369.100000418257,96630.90000030934,33.69100000418257,-0.0074974056100472804,3.280008965730667,3.503026979741691,9.229265407186649,0.7544491599060535,-7.883601821959019,57.30897933244705,1.0399741941341198,0.103997419413412,1.0399741941265606,0.031094318087212743,0.07290310132619925,0.3109431808721274,0.7290310132619925,1.2691200000044773,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
G1g,deadline-100000us,small,medium-3->medium-1,ok,5118.69999972987,94881.29999954253,,standby:10,voltage,10,10,99999.9999992724,5118.69999972987,94881.29999954253,51.1869999972987,-0.007533586584031582,3.2818961143493652,3.234308413870958,6.541050510323623,0.8422629268380671,-7.09164422005415,89.88446742296219,1.1339667668524198,0.11339667668524198,1.133966766860811,0.03348167524542659,0.07991500143981539,0.33481675245426595,0.7991500143981539,1.2523369999980787,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
G1h,deadline-100000us,small,medium-3->low,ok,20240.39999814704,79759.60000112536,,suspend-to-idle:10,voltage,10,10,99999.9999992724,20240.39999814704,79759.60000112536,202.4039999814704,-0.007475147815421223,3.28527569770813,3.597886596693254,4.858072748421435,0.9180307076159321,-6.398331839591265,89.4540548324585,1.7155109767634422,0.17155109767634422,1.7155109767759271,0.0983293356481474,0.07322176202819682,0.983293356481474,0.7322176202819682,1.2532639999990351,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
G1i,deadline-100000us,small,medium-2->high,ok,2351.9000016676728,97648.09999905992,,standby:10,voltage,10,10,100000.0000007276,2351.9000016676728,97648.09999905992,23.519000016676728,-0.0075406604679301385,3.2829915642738343,3.261045898416238,13.380802369960834,0.8283455376754916,-9.199305437505245,76.95241272449493,1.1235667701293715,0.11235667701293714,1.123566770121203,0.03147030911622569,0.08088636789671146,0.31470309116225686,0.8088636789671145,1.2662310000014259,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
G1j,deadline-100000us,small,medium-2->medium-3,ok,1792.2000028192997,98207.79999863589,,standby:10,voltage,10,10,100000.00000145519,1792.2000028192997,98207.79999863589,17.922000028192997,-0.007547781150788069,3.265476423501968,3.298109172428511,16.25659675062895,1.0002033017398189,-9.064745157957077,77.85894721746445,1.2736283855754882,0.12736283855754882,1.2736283855569366,0.02913507274230942,0.09822776581523941,0.2913507274230942,0.9822776581523941,1.2587789999961387,selected voltage with 20 pulses; ignored 10 PM wake marker pulses; period=100ms
